organism,drug_code,drug_name,drug_class,period,omega,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,BWH_2016,2.0845311993030555,2.0026906067750865,2.1663717918310246,0.0417561716304571,49.921511429524614,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,BWH_2017,2.1378618072288336,2.057763944585659,2.217959669872008,0.04086700739145009,52.312658638080315,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,BWH_2018,1.9713911616746895,1.8932663234004294,2.04951599994895,0.03986034380758978,49.457455038290924,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,BWH_2019,2.3688821540297464,2.3043779888022446,2.4333863192572482,0.03291089312676276,71.9786650853118,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2007,1.8006762789771005,1.736457368397868,1.864895189556333,0.03276535236656548,54.95671948929053,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2008,2.070915813694558,2.0087045979199654,2.1331270294691502,0.03174099945984034,65.24419044569603,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2009,2.140704354672139,2.0786432250358815,2.202765484308397,0.03166442349236406,67.60597915791438,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2010,2.1137265694567464,2.053636335244422,2.173816803669071,0.030658846124882164,68.94344819263385,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2011,2.034203670911834,1.97562921514598,2.092778126677688,0.029885475563776544,68.06663211936444,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2012,2.2110234128845865,2.152550008370415,2.2694968173987577,0.029833917855328983,74.11106458113579,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2013,2.0950445908664808,2.03820745398227,2.1518817277506916,0.02899907209139306,72.2452285460641,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2014,2.185645211908092,2.128859740905749,2.242430682910435,0.028972711463200008,75.43806228437445,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2015,2.340389740951408,2.282555089694313,2.3982243922085025,0.02950801734791402,79.31369001709139,0
E. coli,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,intercept,MGH_2016,2.059319197825405,2.0021954586648003,2.1164429369860094,0.029145300429594376,70.65698989104793,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,amplitude,NA,0.03283928513292346,0.018211618942038245,0.047466951323808675,0.007463232133991431,4.400142531190517,1.0826466572154661e-5
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,phase,NA,4.518407999536338,4.115149450455873,4.921666548616803,0.20574793836076435,-36.3629014223473,4.4730930159020466e-288
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2007,-0.01606362996870235,-0.03473343261149564,0.0026061726740909397,0.009525584546480607,-1.6863668460784738,0.09172753319259593
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2008,-0.005412772737405495,-0.022943725638018143,0.012118180163207155,0.008944528082604871,-0.6051490573250187,0.5450810042082292
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2009,-0.007284680505210056,-0.024241921972103748,0.009672560961683636,0.008651812788729922,-0.8419831407701369,0.39979892030566966
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2010,0.002666055965350627,-0.01384598982748882,0.019178101758190073,0.008424667964862805,0.3164582837531501,0.7516551859660926
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2011,-0.006217817083090243,-0.02220593558877043,0.009770301422589944,0.008157353212504123,-0.7622346269816007,0.4459213488737249
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2012,0.006295680179310357,-0.00908647388926499,0.0216778342478857,0.00784818200227546,0.8021832543492265,0.42244840992084365
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2013,0.006885328654264861,-0.008885453139376616,0.022656110447906337,0.008046465097338215,0.8556960815678601,0.3921674659669492
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2014,0.009852143404307238,-0.006066305481375777,0.025770592289990252,0.008121806834842739,1.2130482298644822,0.22511355856032172
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2015,0.006709335002342669,-0.010032257433580029,0.023450927438265365,0.008541785751155759,0.7854721714876602,0.4321781942431435
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2016,0.007385515357566197,-0.008806349376215463,0.02357738009134786,0.008261307279879134,0.8939887002574064,0.37132957176772663
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2017,0.008409103476671297,-0.007589705186595467,0.02440791213993806,0.00816280747476144,1.0301729524641343,0.3029307172611539
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2018,-0.008635410861013434,-0.023581434550202156,0.006310612828175289,0.00762566241373875,-1.1324145225017401,0.2574622651965554
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,BWH_2019,-0.007064747752974289,-0.01978860902876873,0.005659113522820151,0.006491885246952821,-1.0882428576953604,0.2764899020005858
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2007,-0.020062797489592003,-0.03295680422518607,-0.0071687907539979365,0.006578695750177222,-3.0496618557031665,0.0022914466326362385
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2008,-0.027397063811389444,-0.03980414018085614,-0.014989987441922755,0.006330257324793786,-4.327954205602839,1.5061159454221467e-5
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2009,0.01096943021116415,-0.0013959656687477038,0.023334826091076004,0.006308991378131701,1.7386979239164146,0.08209024977615043
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2010,0.002682500758395733,-0.009416935107291505,0.01478193662408297,0.00617329499987043,0.43453305867483016,0.6639021063273106
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2011,0.004179229255025918,-0.007447791185137326,0.015806249695189165,0.005932262292509302,0.7044916507321418,0.4811278943493784
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2012,0.00667485626421178,-0.004973595612777927,0.018323308141201488,0.0059431968999793935,1.1231087201965197,0.26139337170968874
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2013,0.014465935778413565,0.00314692043279461,0.02578495112403252,0.005775113948471455,2.504874519790623,0.012250682915947872
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2014,3.6778443967802225e-4,-0.010994181546135585,0.01172975042549163,0.005797027943082296,0.06344362029803675,0.9494133495639061
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2015,-0.007327516519229971,-0.018739717171533825,0.004084684133073885,0.005822658345929743,-1.2584486473179695,0.20823178026377392
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,slope,MGH_2016,-0.01050741641679516,-0.022010628194450658,9.957953608603388e-4,0.005869093446814007,-1.7902963229353641,0.07340858481058637
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2007,2.9920573804527786,2.853617595517378,3.1304971653881792,0.07063384124779652,42.3601113516691,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2008,2.889680978993833,2.758937421751383,3.0204245362362827,0.06670712231129665,43.31892725800397,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2009,3.0351704201852034,2.909776303404791,3.160564536965616,0.06397776580054791,47.441019269841554,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2010,3.095923479501086,2.9720059018795872,3.2198410571225846,0.06322441565199388,48.967213814074235,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2011,3.208613448319344,3.088794106461787,3.328432790176901,0.0611334406155811,52.48540595802101,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2012,3.1631317046517484,3.0487373322174824,3.2775260770860144,0.05836554821241329,54.195185370999525,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2013,3.1432337253120592,3.0269593342742733,3.259508116349845,0.0593247590031977,52.983506012095795,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2014,3.2655613468756917,3.1489139901911933,3.38220870356019,0.05951505109512097,54.86950421426088,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2015,3.259632186988905,3.1342302511135105,3.3850341228642997,0.06398175520802879,50.946276425062315,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2016,3.2756548291455565,3.153943216386021,3.397366441905092,0.062098902693917414,52.74899695556789,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2017,3.1844366927569134,3.065298406865989,3.3035749786478377,0.060785956696486246,52.38770376942987,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2018,3.4128444647431464,3.2966226353851495,3.5290662941011433,0.05929794132685074,57.55418128146338,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,BWH_2019,3.3308740639785053,3.2349512386993027,3.426796889257708,0.048941116283681606,68.05880856234404,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2007,3.0770857685582182,2.9815533239502092,3.1726182131662273,0.048741938811915374,63.1301471291905,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2008,3.094769325452836,3.0021574370233783,3.187381213882294,0.04725183174791401,65.49522443835119,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2009,2.8952328550463853,2.802825860321127,2.9876398497716434,0.04714729222279227,61.40825312650197,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2010,3.000167649974407,2.910615523328139,3.089719776620675,0.04569070011114676,65.66254495282908,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2011,3.0285228914474556,2.941335053392147,3.115710729502764,0.044484408255985874,68.08054799829632,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2012,3.188570090167847,3.10146070261,3.275679477725694,0.044444381756478524,71.74292822068693,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2013,3.1013598533114592,3.016841362987076,3.1858783436358427,0.04312247112245665,71.91980822491365,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2014,3.3059290282845737,3.221442691193572,3.3904153653755755,0.043106066110101655,76.69289560871917,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2015,3.374699737925726,3.2886503858999276,3.4607490899515243,0.04390353736320916,76.86623767937432,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,intercept,MGH_2016,3.347762476122201,3.2628344498511552,3.432690502393247,0.04333142187353826,77.2594651034662,0
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,amplitude,NA,0.04707719444636059,0.026921103201241664,0.06723328569147952,0.010283908992260882,4.5777529227250415,4.704261957465459e-6
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,phase,NA,3.160509847154092,2.63594922422838,3.685070470079804,0.2676378887894773,-77.86449910774088,0
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2007,0.00935533267090988,-0.00800531029836072,0.02671597564018048,0.008857633663786245,1.0561887097632452,0.290883945928508
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2008,0.00620305469380944,-0.01016578317499793,0.02257189256261681,0.008351601354883395,0.7427383600131195,0.45764142579494216
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2009,0.0012585813378654374,-0.01457574982587097,0.017092912501601845,0.008078888841139732,0.15578644076106418,0.8762015976763253
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2010,0.005886947802274264,-0.009530889765232796,0.021304785369781323,0.007866388203620577,0.7483673129130269,0.45423996984381476
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2011,-0.008218071213795315,-0.0231776874259418,0.006741544998351171,0.007632597501865358,-1.0767070072523635,0.2816131538143729
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2012,-6.624692154132032e-4,-0.015081608002466301,0.013756669571639894,0.007356838646418724,-0.09004808277746994,0.9282491424495055
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2013,0.015284077222565693,5.358818465284344e-4,0.03003227259860295,0.007524727746208168,2.0311800955546313,0.04223873350519914
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2014,0.014936811145937354,8.308640432812785e-5,0.029790535887546578,0.007578570248623707,1.970927319523089,0.048734281045913395
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2015,0.014026191521078576,-0.0015868640042841376,0.02963924704644129,0.007965991032751881,1.7607591401258678,0.07828149958882233
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2016,0.013691950986250864,-0.0014437858118268119,0.028827687784328537,0.007722456594848905,1.7730045896773028,0.07623025793133575
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2017,0.00898671049549457,-0.005988732047218254,0.023962153038207392,0.007640672308694041,1.1761675062636727,0.23953007304243362
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2018,0.031214074398052516,0.017229468934376532,0.0451986798617285,0.007135133897349528,4.374700579851422,1.2169254370140489e-5
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2019,-0.0020897942934116217,-0.014156095564899834,0.00997650697807659,0.00615638928402035,-0.3394512914958017,0.7342703261906658
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2007,0.0045448937596525435,-0.007672217178174932,0.01676200469748002,0.0062333344052209584,0.7291272157395888,0.46592514515028705
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2008,-4.8767457084895226e-4,-0.012256646817143741,0.011281297675445837,0.006004688014232376,-0.08121563846332412,0.9352705863578341
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2009,0.02471562752384007,0.012959948835827196,0.03647130621185294,0.00599790546190653,4.120709751231026,3.7793774195659684e-5
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2010,0.011324002633197404,-1.9199585374851148e-4,0.022840001120143318,0.005875617397963761,1.9272872731845714,0.053945987777004836
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2011,-0.006250906808235,-0.017345827297170595,0.004844013680700596,0.005660777736964003,-1.1042487620415735,0.26948726066515694
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2012,0.005183323707030269,-0.005935944025796618,0.016302591439857156,0.005673200028436367,0.9136507933880984,0.36090204073498533
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2013,2.531151423750204e-4,-0.010556599490685421,0.01106282977543546,0.005515261871302786,0.04589358552347958,0.9633951364088726
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2014,0.013852282089158178,0.0029972776365560574,0.024707286541760298,0.0055383693466946405,2.501148121770783,0.012380343746463778
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2015,0.0055625414069067685,-0.005347589887220456,0.016472672701033992,0.005566495803078501,0.9992896076254032,0.31765625488200233
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2016,0.0036945254976533874,-0.007281742359281975,0.01467079335458875,0.005600239567417955,0.6597084737495943,0.5094420817724306
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2007,-1.3204228119726025,-1.4486168953445617,-1.1922287286006432,0.0654063464344947,-20.18799220493111,1.7127960414996025e-90
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2008,-1.1995069976612032,-1.3209956884264193,-1.078018306895987,0.061985164892571255,-19.351517411304986,2.58555957722618e-83
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2009,-1.1031277746426886,-1.2196072446497614,-0.9866483046356159,0.05942939305306013,-18.561989580775073,8.181452666914185e-77
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2010,-1.0513438499156424,-1.166398876213027,-0.9362888236182578,0.05870262270374557,-17.909657209379855,1.2064348892907437e-71
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2011,-0.9601175145501052,-1.0715502967600592,-0.8486847323401512,0.05685450502607275,-16.88727241772323,6.520314405975966e-64
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2012,-1.0969783216819555,-1.2035015750267206,-0.9904550683371904,0.05434959733189331,-20.183743312450066,1.866078032380245e-90
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2013,-1.1670014557454853,-1.2750935068656382,-1.0589094046253325,0.05515001906808962,-21.16049052140264,3.2353861433527604e-99
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2014,-1.186649471236943,-1.2950136426454237,-1.0782852998284624,0.05528885850109672,-21.462723293760973,5.20131358763918e-102
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2015,-1.0349148936791022,-1.151108404902763,-0.9187213824554413,0.059283493033637585,-17.45704985858187,3.632558030263053e-68
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2016,-0.9836366393538089,-1.0966881091273297,-0.8705851695802881,0.05768038120356108,-17.053227090896566,3.887131501877144e-65
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2017,-0.9473896603792298,-1.0582076243307725,-0.8365716964276869,0.056540816477068365,-16.75585390181744,5.965558489765466e-63
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2018,-1.0360685033864447,-1.1439312532826778,-0.9282057534902117,0.0550330264979564,-18.826304299744777,5.841348098341509e-79
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2019,-0.8753988158825804,-0.9654378494454557,-0.785359782319705,0.045939126572269576,-19.05562602513651,7.586372582900668e-81
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2007,-1.3706954174620885,-1.4604058008941776,-1.2809850340299993,0.045771444852922435,-29.946518443246646,2.2412452161684397e-196
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2008,-1.2389831840159182,-1.3259984343558415,-1.151967933675995,0.04439635168109643,-27.907319793204227,6.869235017371707e-171
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2009,-1.3492322597674897,-1.436204948771992,-1.2622595707629876,0.044374636315019915,-30.405483217691227,2.346410675767972e-202
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2010,-1.1898109051219992,-1.274186980874085,-1.1054348293699132,0.0430498092912083,-27.638006409589,1.176227636449179e-167
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2011,-1.0437209485177332,-1.1260052024142992,-0.9614366946211672,0.0419825336310329,-24.860837549504858,4.078407261179204e-136
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2012,-1.1151022198926184,-1.197315364748425,-1.0328890750368118,0.041946252841528406,-26.58407233908208,2.6762214279815447e-155
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2013,-1.046822969192557,-1.1265999752814406,-0.9670459631036733,0.040703302059708533,-25.718379497981523,1.670798000787353e-145
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2014,-1.0809358225909846,-1.160798252359044,-1.0010733928229252,0.04074688637036407,-26.528059414551205,1.177590496086846e-154
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2015,-1.0169590798593455,-1.098188912344102,-0.9357292473745891,0.04144455363745813,-24.53782199599333,1.1616123455524632e-132
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2016,-1.0240820208498627,-1.1042843623015488,-0.9438796793981766,0.04092031388551623,-25.02625037811201,6.670684403863759e-138
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,amplitude,NA,0.028150805421218887,0.019777690202559036,0.036523920639878735,0.0042720760609408735,6.589490687817719,4.434720790016232e-11
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,phase,NA,2.5007777773335484,2.0422677583933746,2.9592877962737223,0.23393798179805475,10.689917721408431,1.1721955863949887e-26
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2007,0.007411288911141172,5.58482662356123e-4,0.014264095159926223,0.003496393965827491,2.1196950296724197,0.03403417747067947
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2008,0.0013383198451696692,-0.005130554346682366,0.007807194037021703,0.0033005066638355043,0.4054892116516479,0.6851187962499748
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2009,0.01637970982850324,0.010118632082159004,0.022640787574847478,0.0031944861210363154,5.127494441324898,2.9415806465510105e-7
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2010,-0.0021219097103362754,-0.00821668315456625,0.003972863733893699,0.003109635428153155,-0.6823660713167587,0.4950090515519634
