organism,drug_code,drug_name,drug_class,period,omega,AIC,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value,p.value.BH
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2013,0.006378184685468346,-0.009409618896909,0.022165988267845695,0.008055149843012184,0.7918145298068416,0.42847027190698506,0.7129155550819074
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2014,0.008145324850420452,-0.007802003156103202,0.024092652856944105,0.008136541350919785,1.0010795126727492,0.316790229914578,0.633580459829156
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2015,0.003825895890053964,-0.01293262067999753,0.020584412460105457,0.00855042067213507,0.44745118828154973,0.6545500682457377,0.8385336057414176
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2016,0.011410685996013279,-0.004824998600201077,0.027646370592227635,0.008283664763372884,1.3774924893709914,0.1683624037771204,0.4579457382737675
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2017,0.006361304188074436,-0.009678825658539746,0.022401434034688618,0.008183890098561342,0.7772958961402352,0.4369856283764587,0.7157689738565591
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2018,-0.01023401351262551,-0.02607038566787026,0.005602358642619239,0.008079930182472758,-1.2665967751584608,0.20530177264492813,0.5184630117611955
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,BWH_2019,-0.005637465439916695,-0.0196732879460206,0.00839835706618721,0.007161265521620135,-0.7872163687964048,0.43115665004034476,0.7129155550819074
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2007,-0.019472574527187064,-0.03237051044807672,-0.006574638606297409,0.006580700473389782,-2.959042826204876,0.0030865173962010225,0.029298341708681345
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2008,-0.027434327055826522,-0.0398575934851774,-0.01501106062647564,0.006338517711215117,-4.328192852926061,1.5044978562448741e-5,2.728156112657372e-4
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2009,0.010318625971029007,-0.00206928541118381,0.022706537353241824,0.006320479090395071,1.6325702250498269,0.10256183657550971,0.3381432672550138
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2010,0.001938157113726815,-0.010181353628410288,0.014057667855863919,0.006183537471981251,0.313438241865431,0.7539482363105909,0.8763842746858151
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2011,0.004988676213299489,-0.006661567436583468,0.016638919863182448,0.005944111086621283,0.8392636242158663,0.40132293235442007,0.700434148750656
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2012,0.006652023731200281,-0.005018755247698042,0.018322802710098604,0.005954588487827298,1.1171256829583973,0.2639426526486823,0.5933256324003436
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2013,0.014211908910436546,0.0028684214221519604,0.025555396398721134,0.00578759996497924,2.4555789958588687,0.014067081016625156,0.09810887273133442
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2014,2.0107876547845652e-4,-0.011184556530491897,0.011586714061448811,0.005809104343640391,0.034614417917727826,0.972387257631703,0.9973057677272463
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2015,-0.0071697782349839255,-0.018606865859277774,0.004267309389309924,0.005835356013941144,-1.2286788017482972,0.2191944785591797,0.5371252087215934
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,slope,MGH_2016,-0.009995882034241363,-0.021522883935907573,0.0015311198674248464,0.005881231488226178,-1.6996239740354435,0.08920406725461666,0.3120031607829372
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2007,2.850435160451345,2.7106518560617086,2.9902184648409817,0.07131932295298765,39.96722125825981,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2008,2.716853396303254,2.584470598436867,2.849236194169641,0.06754348493676698,40.223766938391236,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2009,2.873772424584328,2.7465411212277653,3.0010037279408905,0.06491512311458111,44.26969073927284,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2010,2.9387999340946234,2.8127988005742743,3.0648010676149724,0.0642874739098422,45.71341437705336,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2011,3.0299144327553935,2.9080097334877926,3.1518191320229945,0.06219741802868309,48.71447286377888,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2012,3.015085520160899,2.8983792832195236,3.131791757102274,0.059545092594526845,50.635331792867746,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2013,2.991325156570952,2.872631714003347,3.110018599138557,0.060558991646705626,49.39522728552034,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2014,3.1160080726516286,2.996896869400106,3.235119275903151,0.06077213876941447,51.2736286026494,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2015,3.1067176043858016,2.9791375826963145,3.2342976260752887,0.06509304390071546,47.72733641284909,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2016,3.076759971707895,2.952881873464332,3.200638069951458,0.06320427274210019,48.67961987732,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2017,3.0141111162487775,2.892196802790881,3.136025429706674,0.06220232331794918,48.45656810666141,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2018,3.238281694827538,3.117497787953723,3.359065601701353,0.06162557466695467,52.5476916414703,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,BWH_2019,3.131948781174008,3.0231327443655647,3.2407648179824515,0.0555194063088763,56.41178444433906,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,MGH_2007,2.920453762872489,2.8225318832846322,3.0183756424603456,0.04996106069308007,58.454598888790024,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,MGH_2008,2.940277835241589,2.8448421259086896,3.035713544574488,0.048692583172794936,60.38451122643157,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,MGH_2009,2.741773865643661,2.6465842894428357,2.8369634418444862,0.048567002736615815,56.45342951288556,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,MGH_2010,2.844501321310839,2.7520037290616375,2.9369989135600405,0.04719351629867214,60.27313801558951,0,0
E. coli,AMP,Ampicillin,Penicillins,6,1.0471975511965976,521502.28676865145,intercept,MGH_2011,2.8584025506699433,2.767873405189817,2.9489316961500696,0.04618918826785024,61.88466734020352,0,0
